entry_time,exit_time,direction,entry_price,exit_price,stop_price,target_price,pnl
2025-01-10 17:30:00+00:00,2025-01-13 14:30:00+00:00,long,237.11500549316406,234.97290778688244,234.97290778688244,241.3992009057273,-2.1420977062816178
